ID,Category,Skills
8397,Software Engineer,"Git, Docker, Java, System Design, Spring Boot, REST APIs"
8398,ML Engineer,"Computer Vision, TensorFlow, Keras, Python, MLOps, Cloud, PyTorch"
8399,ML Engineer,"TensorFlow, PyTorch, Computer Vision, Keras, Python"
8400,Data Analyst,"SQL, Excel, Tableau, Power BI, Data Cleaning"
8401,ML Engineer,"TensorFlow, Keras, Cloud, PyTorch, MLOps, Computer Vision"
8402,Software Engineer,"Docker, Java, REST APIs, System Design, Git, Agile, Spring Boot"
8403,Data Analyst,"NLP, Python, Machine Learning"
8404,Data Analyst,"Python, Pandas, Statistics, Deep Learning, Machine Learning, SQL, NLP"
8405,ML Engineer,"Python, PyTorch, Keras, TensorFlow, Computer Vision"
8406,Data Analyst,"NLP, Statistics, SQL, Python"
8407,ML Engineer,"Cloud, Python, Computer Vision, TensorFlow, PyTorch"
8408,Software Engineer,"Spring Boot, Agile, REST APIs, Java, System Design, Docker"
8409,ML Engineer,"PyTorch, MLOps, TensorFlow, Keras"
8410,Software Engineer,"Docker, Git, Java, REST APIs, Spring Boot, System Design, Agile"
8411,Data Analyst,"Excel, Reporting, Tableau, Power BI, SQL"
8412,Software Engineer,"Docker, Git, Spring Boot, Java, REST APIs, System Design, Agile"
8413,Software Engineer,"Java, System Design, Git"
8414,Product Manager,"User Stories, Stakeholder Management, Scrum, Product Roadmap"
8415,Data Analyst,"Reporting, Power BI, SQL, Excel, Tableau, Data Cleaning"
8416,Data Analyst,"SQL, Power BI, Tableau, Reporting, Data Cleaning, Excel"
8417,Data Analyst,"Pandas, Machine Learning, Python, SQL, NLP, Statistics"
8418,ML Engineer,"Keras, Python, PyTorch, MLOps, Computer Vision"
8419,Data Analyst,"Pandas, SQL, Python, NLP"
8420,Software Engineer,"System Design, Agile, REST APIs, Docker"
8421,Data Analyst,"SQL, Deep Learning, NLP, Python, Machine Learning, Statistics"
8422,Data Analyst,"Pandas, NLP, Deep Learning, Statistics, Machine Learning"
8423,ML Engineer,"PyTorch, Keras, Computer Vision, Python, Cloud, MLOps"
8424,Data Analyst,"Power BI, Reporting, SQL"
8425,Product Manager,"Stakeholder Management, Product Roadmap, User Stories, Agile"
8426,Software Engineer,"REST APIs, Git, Java, System Design, Docker, Spring Boot, Agile"
8427,Data Analyst,"SQL, Data Cleaning, Excel, Power BI, Reporting, Tableau"
8428,Product Manager,"User Stories, Product Roadmap, Agile, Stakeholder Management, Scrum"
8429,ML Engineer,"Keras, PyTorch, MLOps, TensorFlow, Computer Vision"
8430,Software Engineer,"Git, Docker, Java, Agile, Spring Boot, System Design, REST APIs"
8431,Software Engineer,"Agile, Docker, System Design, Git, Java, REST APIs"
8432,Data Analyst,"Excel, Data Cleaning, Tableau, SQL, Power BI, Reporting"
8433,Data Analyst,"Machine Learning, NLP, Statistics, Deep Learning, Python, Pandas, SQL"
8434,Data Analyst,"Statistics, NLP, Python"
8435,Software Engineer,"Java, Agile, System Design"
8436,ML Engineer,"MLOps, PyTorch, Keras, Computer Vision, TensorFlow, Python"
8437,Software Engineer,"Docker, Git, REST APIs, Spring Boot, System Design, Java"
8438,Product Manager,"Product Roadmap, Agile, Scrum, Stakeholder Management"
8439,ML Engineer,"Computer Vision, Cloud, PyTorch, Python"
8440,Data Analyst,"Power BI, Tableau, Reporting, Excel, Data Cleaning"
8441,Product Manager,"User Stories, Product Roadmap, Scrum, Stakeholder Management, Agile"
8442,Data Analyst,"Deep Learning, Statistics, Machine Learning, SQL, Python, Pandas, NLP"
8443,Data Analyst,"Data Cleaning, Tableau, Power BI, Excel, SQL"
8444,Data Analyst,"Deep Learning, Python, SQL, Pandas, NLP"
8445,Data Analyst,"Data Cleaning, Excel, SQL, Tableau, Power BI"
8446,ML Engineer,"Cloud, TensorFlow, Computer Vision, Keras"
8447,Software Engineer,"REST APIs, Spring Boot, Docker"
8448,ML Engineer,"TensorFlow, PyTorch, Keras, Cloud, MLOps"
8449,Data Analyst,"SQL, Data Cleaning, Excel, Reporting"
8450,Product Manager,"Product Roadmap, Stakeholder Management, Scrum"
8451,ML Engineer,"Python, Keras, TensorFlow, Cloud, Computer Vision, MLOps"
8452,Data Analyst,"Reporting, Excel, Data Cleaning"
8453,Data Analyst,"Statistics, Deep Learning, SQL"
8454,Data Analyst,"Data Cleaning, Reporting, Tableau"
8455,Data Analyst,"Power BI, SQL, Reporting, Excel, Tableau"
8456,ML Engineer,"Keras, TensorFlow, Python, MLOps, PyTorch"
8457,Data Analyst,"NLP, Deep Learning, Pandas"
8458,Data Analyst,"Pandas, Statistics, Deep Learning, Machine Learning, SQL, Python"
8459,Data Analyst,"Deep Learning, Pandas, Statistics, Machine Learning, NLP"
8460,Data Analyst,"Excel, Tableau, Data Cleaning"
8461,Software Engineer,"Docker, Spring Boot, Git, REST APIs"
8462,ML Engineer,"Keras, Cloud, PyTorch, Python, Computer Vision, TensorFlow, MLOps"
8463,Software Engineer,"Agile, Spring Boot, System Design, Java, Docker"
8464,Data Analyst,"Pandas, Statistics, NLP, SQL, Deep Learning"
8465,ML Engineer,"Computer Vision, MLOps, Keras, PyTorch, Python, TensorFlow"
8466,Software Engineer,"REST APIs, Agile, Docker"
8467,Product Manager,"Stakeholder Management, Scrum, Agile, User Stories"
8468,Data Analyst,"Reporting, Excel, SQL, Power BI, Data Cleaning"
8469,Data Analyst,"Tableau, Excel, SQL, Data Cleaning, Reporting, Power BI"
8470,Product Manager,"Scrum, Product Roadmap, Stakeholder Management"
8471,Product Manager,"Scrum, User Stories, Stakeholder Management, Product Roadmap"
8472,Data Analyst,"Data Cleaning, SQL, Tableau"
8473,ML Engineer,"Cloud, Python, Keras"
8474,Software Engineer,"Docker, Git, Spring Boot, REST APIs, Agile"
8475,Data Analyst,"Data Cleaning, Excel, SQL, Power BI, Tableau"
8476,Data Analyst,"Power BI, Reporting, Tableau"
8477,Software Engineer,"Java, Git, Docker, REST APIs, Agile"
8478,Data Analyst,"Deep Learning, NLP, SQL, Machine Learning"
8479,Data Analyst,"Power BI, Excel, Tableau, Reporting, SQL, Data Cleaning"
8480,Data Analyst,"NLP, Statistics, Pandas, Machine Learning, Deep Learning, SQL"
8481,Data Analyst,"SQL, Python, Statistics, NLP, Machine Learning, Pandas, Deep Learning"
8482,Software Engineer,"REST APIs, Git, Docker, System Design, Spring Boot, Java"
8483,Software Engineer,"REST APIs, Spring Boot, Git, Docker"
8484,Software Engineer,"Java, Agile, Git, REST APIs, Spring Boot"
8485,Data Analyst,"NLP, Pandas, Deep Learning, Python, Statistics, Machine Learning"
8486,Data Analyst,"Deep Learning, Python, Machine Learning, NLP, Pandas, Statistics"
8487,Data Analyst,"Tableau, Excel, Power BI, SQL, Data Cleaning"
8488,Data Analyst,"Reporting, Data Cleaning, Tableau, Excel"
8489,Product Manager,"Stakeholder Management, Product Roadmap, Agile, Scrum"
8490,Data Analyst,"Statistics, Deep Learning, Pandas, SQL"
8491,ML Engineer,"Keras, Computer Vision, MLOps, Cloud"
8492,Data Analyst,"Reporting, Data Cleaning, Tableau"
8493,Data Analyst,"Python, Machine Learning, NLP, SQL, Pandas, Statistics, Deep Learning"
8494,ML Engineer,"PyTorch, Computer Vision, Keras, Python, TensorFlow, MLOps"
8495,ML Engineer,"TensorFlow, Cloud, MLOps, Python, Computer Vision"
8496,ML Engineer,"Computer Vision, Python, PyTorch, Keras, Cloud"
8497,Data Analyst,"Statistics, Pandas, NLP, Deep Learning, SQL, Machine Learning, Python"
8498,ML Engineer,"TensorFlow, Computer Vision, MLOps, Keras, Cloud, PyTorch"
8499,Software Engineer,"System Design, Git, Spring Boot, Agile, REST APIs"
8500,Software Engineer,"Docker, Java, Git"
8501,ML Engineer,"MLOps, Computer Vision, Cloud, TensorFlow, Keras"
8502,Data Analyst,"SQL, Data Cleaning, Power BI, Excel, Tableau, Reporting"
8503,Software Engineer,"Git, REST APIs, Java, System Design, Agile, Docker, Spring Boot"
8504,ML Engineer,"Cloud, MLOps, PyTorch, Python, Computer Vision, TensorFlow, Keras"
8505,ML Engineer,"Cloud, PyTorch, Computer Vision, TensorFlow, Keras, Python, MLOps"
8506,Software Engineer,"Agile, Git, REST APIs, Spring Boot"
8507,Product Manager,"Product Roadmap, Agile, Stakeholder Management, User Stories, Scrum"
8508,ML Engineer,"MLOps, Keras, Computer Vision, TensorFlow"
8509,Product Manager,"Product Roadmap, User Stories, Agile, Scrum"
8510,Data Analyst,"Reporting, Tableau, Data Cleaning, Power BI, SQL"
8511,Data Analyst,"Statistics, SQL, Pandas, NLP, Deep Learning, Machine Learning, Python"
8512,ML Engineer,"TensorFlow, PyTorch, MLOps, Cloud, Computer Vision, Keras, Python"
8513,ML Engineer,"Python, PyTorch, MLOps, Computer Vision, Keras, TensorFlow"
8514,Data Analyst,"Machine Learning, Pandas, SQL, Deep Learning, NLP, Python"
8515,Data Analyst,"Reporting, Tableau, Data Cleaning, Power BI"
8516,Data Analyst,"Power BI, Excel, Reporting, Tableau, SQL"
8517,Product Manager,"Agile, Stakeholder Management, User Stories"
8518,Software Engineer,"Docker, Spring Boot, Java, Agile, System Design"
8519,Software Engineer,"Spring Boot, REST APIs, Docker"
8520,ML Engineer,"Keras, Computer Vision, PyTorch, Python, MLOps"
8521,Software Engineer,"Git, System Design, Spring Boot, Docker, Agile"
8522,Data Analyst,"Tableau, Reporting, SQL"
8523,ML Engineer,"Python, TensorFlow, PyTorch, Keras"
8524,Product Manager,"User Stories, Agile, Product Roadmap, Scrum"
8525,Product Manager,"Scrum, User Stories, Product Roadmap, Agile"
8526,Data Analyst,"Excel, Reporting, Tableau, Power BI"
8527,Data Analyst,"Data Cleaning, Power BI, SQL, Reporting"
8528,Software Engineer,"Spring Boot, Docker, Agile, REST APIs, Git"
8529,ML Engineer,"MLOps, Keras, PyTorch, TensorFlow, Computer Vision, Python, Cloud"
8530,Data Analyst,"Data Cleaning, Reporting, SQL, Excel, Tableau, Power BI"
8531,Software Engineer,"Git, Java, Docker, Agile, REST APIs, Spring Boot"
8532,Software Engineer,"Git, System Design, Agile"
8533,Software Engineer,"Docker, Java, REST APIs"
8534,Data Analyst,"Power BI, Data Cleaning, SQL, Tableau, Reporting"
8535,Data Analyst,"Deep Learning, Pandas, Python, NLP, Statistics, SQL"
8536,ML Engineer,"Computer Vision, TensorFlow, PyTorch, Cloud"
8537,Software Engineer,"System Design, Docker, Agile, Spring Boot"
8538,Product Manager,"Agile, Product Roadmap, Stakeholder Management"
8539,Data Analyst,"Machine Learning, SQL, NLP, Pandas"
8540,Data Analyst,"Statistics, Python, NLP"
8541,Software Engineer,"REST APIs, Java, Agile, Docker, Git"
8542,Data Analyst,"Pandas, Machine Learning, Python"
8543,Data Analyst,"Deep Learning, Python, Statistics"
8544,Software Engineer,"System Design, Java, Spring Boot, REST APIs, Git"
8545,ML Engineer,"Computer Vision, Cloud, TensorFlow, MLOps, Keras, PyTorch, Python"
8546,Product Manager,"Stakeholder Management, Agile, Scrum, User Stories, Product Roadmap"
8547,Product Manager,"Product Roadmap, User Stories, Stakeholder Management, Agile"
8548,Data Analyst,"Data Cleaning, Tableau, Reporting"
8549,Software Engineer,"REST APIs, System Design, Java, Git"
8550,Data Analyst,"Statistics, Machine Learning, SQL, Python"
8551,Software Engineer,"Docker, Git, System Design, Agile, REST APIs, Spring Boot, Java"
8552,ML Engineer,"Python, PyTorch, Cloud, TensorFlow, Keras"
8553,Software Engineer,"REST APIs, Git, Spring Boot, Docker, Java, Agile, System Design"
8554,ML Engineer,"Cloud, PyTorch, Keras, Python, MLOps, Computer Vision, TensorFlow"
8555,Data Analyst,"SQL, Data Cleaning, Excel, Reporting, Tableau, Power BI"
8556,ML Engineer,"Python, MLOps, Cloud, PyTorch, Keras, Computer Vision"
8557,Data Analyst,"Deep Learning, Pandas, Python, NLP, Statistics"
8558,ML Engineer,"Keras, TensorFlow, PyTorch, Python, Computer Vision, Cloud, MLOps"
8559,Data Analyst,"Machine Learning, Python, NLP"
8560,Product Manager,"User Stories, Scrum, Stakeholder Management"
8561,ML Engineer,"Python, Keras, TensorFlow, Cloud, MLOps, Computer Vision, PyTorch"
8562,Data Analyst,"Python, NLP, Machine Learning, SQL, Pandas"
8563,Software Engineer,"Agile, Java, Git, Docker"
8564,Product Manager,"Stakeholder Management, Scrum, Product Roadmap"
8565,Product Manager,"User Stories, Stakeholder Management, Agile"
8566,Data Analyst,"Reporting, SQL, Power BI, Tableau, Excel, Data Cleaning"
8567,ML Engineer,"PyTorch, Keras, TensorFlow, Python"
8568,Data Analyst,"Power BI, Tableau, Excel"
8569,ML Engineer,"TensorFlow, Keras, Python"
8570,ML Engineer,"Keras, Computer Vision, MLOps, PyTorch, Python"
8571,Software Engineer,"REST APIs, Docker, System Design, Spring Boot, Git, Java, Agile"
8572,Data Analyst,"Excel, SQL, Data Cleaning, Power BI, Reporting, Tableau"
8573,ML Engineer,"MLOps, Keras, Cloud, Computer Vision, TensorFlow, Python"
8574,Data Analyst,"Power BI, Tableau, Data Cleaning"
8575,Data Analyst,"Python, NLP, Deep Learning, SQL, Pandas, Statistics"
8576,Data Analyst,"Statistics, Python, Deep Learning, NLP, Machine Learning, Pandas"
8577,Product Manager,"User Stories, Scrum, Stakeholder Management"
8578,Product Manager,"User Stories, Agile, Stakeholder Management, Scrum"
8579,Product Manager,"Agile, Scrum, Stakeholder Management"
8580,Software Engineer,"Spring Boot, Git, Docker, REST APIs, System Design, Agile"
8581,ML Engineer,"TensorFlow, PyTorch, MLOps"
8582,ML Engineer,"Keras, Cloud, PyTorch, Python"
8583,Data Analyst,"Machine Learning, Python, Deep Learning, Pandas, NLP, SQL, Statistics"
8584,Software Engineer,"Spring Boot, Docker, Git, REST APIs, System Design"
8585,Data Analyst,"Python, Machine Learning, Pandas"
8586,Data Analyst,"Power BI, Excel, Reporting, Data Cleaning, Tableau, SQL"
8587,Product Manager,"Stakeholder Management, User Stories, Product Roadmap"
8588,Product Manager,"Scrum, Agile, Product Roadmap, Stakeholder Management"
8589,Software Engineer,"Git, Docker, Spring Boot, System Design, REST APIs, Java"
8590,ML Engineer,"Python, Computer Vision, Cloud, MLOps, PyTorch"
8591,Data Analyst,"Statistics, Machine Learning, Pandas, Deep Learning, NLP, Python, SQL"
8592,Product Manager,"User Stories, Scrum, Agile"
8593,Data Analyst,"Pandas, Machine Learning, Python"
8594,Software Engineer,"Agile, REST APIs, Git"
8595,Data Analyst,"Reporting, SQL, Tableau, Power BI"
8596,Data Analyst,"Tableau, SQL, Power BI, Reporting, Excel, Data Cleaning"
8597,Data Analyst,"Machine Learning, Statistics, NLP, Deep Learning, SQL, Pandas"
8598,Software Engineer,"Git, System Design, REST APIs, Docker, Java"
8599,Data Analyst,"SQL, Excel, Power BI"
8600,ML Engineer,"Computer Vision, Keras, Python"
8601,Product Manager,"Product Roadmap, Stakeholder Management, Agile, User Stories"
8602,ML Engineer,"Cloud, Keras, PyTorch, TensorFlow, MLOps"
8603,ML Engineer,"MLOps, PyTorch, Cloud, Python, Computer Vision, TensorFlow"
8604,Data Analyst,"Machine Learning, NLP, Statistics, Deep Learning, Python, SQL"
8605,Product Manager,"Agile, User Stories, Stakeholder Management"
8606,ML Engineer,"MLOps, Python, Cloud"
8607,ML Engineer,"MLOps, TensorFlow, Computer Vision, Python"
8608,Product Manager,"Agile, Stakeholder Management, Scrum"
8609,Software Engineer,"Git, REST APIs, Agile, Spring Boot, System Design, Java, Docker"
8610,Product Manager,"Stakeholder Management, Product Roadmap, User Stories"
8611,Product Manager,"Agile, User Stories, Scrum, Stakeholder Management"
8612,Software Engineer,"Java, Spring Boot, Agile, Docker, System Design, REST APIs, Git"
8613,Product Manager,"Agile, Stakeholder Management, Product Roadmap, User Stories, Scrum"
8614,Software Engineer,"Docker, REST APIs, System Design, Spring Boot, Git"
8615,Product Manager,"Stakeholder Management, Product Roadmap, User Stories, Agile, Scrum"
8616,ML Engineer,"Cloud, Python, Computer Vision, MLOps, Keras, PyTorch"
8617,Software Engineer,"Spring Boot, Docker, System Design"
8618,Product Manager,"Agile, Stakeholder Management, Product Roadmap, User Stories"
8619,Product Manager,"Stakeholder Management, Scrum, Agile"
8620,Data Analyst,"NLP, Pandas, SQL"
8621,Product Manager,"Product Roadmap, Agile, Scrum"
8622,Product Manager,"Stakeholder Management, Agile, Product Roadmap, User Stories, Scrum"
8623,ML Engineer,"Computer Vision, Python, MLOps, Cloud, TensorFlow, PyTorch"
8624,Data Analyst,"SQL, Pandas, Machine Learning, Python"
8625,Software Engineer,"Docker, Agile, Java, Spring Boot, REST APIs, System Design"
8626,ML Engineer,"TensorFlow, Keras, Python, MLOps, PyTorch, Computer Vision"
8627,Data Analyst,"Power BI, Tableau, Reporting, SQL, Data Cleaning, Excel"
8628,Data Analyst,"Python, SQL, Deep Learning, Statistics"
8629,Product Manager,"Stakeholder Management, Agile, Product Roadmap, Scrum"
8630,Product Manager,"Agile, Stakeholder Management, Scrum"
8631,ML Engineer,"PyTorch, MLOps, Computer Vision, TensorFlow, Keras, Python"
8632,Product Manager,"Stakeholder Management, Scrum, User Stories"
8633,Data Analyst,"Statistics, Machine Learning, Pandas, SQL, Python, Deep Learning, NLP"
8634,Data Analyst,"Data Cleaning, Power BI, SQL, Tableau, Excel, Reporting"
8635,ML Engineer,"PyTorch, Keras, Computer Vision"
8636,Data Analyst,"Python, SQL, NLP, Deep Learning, Machine Learning"
8637,Software Engineer,"System Design, Spring Boot, Docker, Git, Agile, Java"
8638,Data Analyst,"Statistics, NLP, Python, SQL, Pandas, Machine Learning"
8639,Data Analyst,"Machine Learning, Python, Pandas, SQL, NLP, Statistics"
8640,Product Manager,"Stakeholder Management, User Stories, Product Roadmap"
8641,Data Analyst,"Excel, Tableau, Reporting"
8642,ML Engineer,"Computer Vision, TensorFlow, MLOps, PyTorch, Cloud"
8643,Software Engineer,"Git, Agile, Docker, System Design, Spring Boot"
8644,Software Engineer,"Git, Java, Docker"
8645,Software Engineer,"Java, System Design, Spring Boot"
8646,Data Analyst,"Power BI, SQL, Tableau, Reporting, Data Cleaning"
8647,Data Analyst,"Machine Learning, Python, Pandas, Deep Learning, NLP"
8648,ML Engineer,"PyTorch, Python, Cloud, MLOps, TensorFlow"
8649,Data Analyst,"Deep Learning, SQL, Python, Pandas, Statistics, Machine Learning, NLP"
8650,Software Engineer,"Java, Git, Docker, Agile, System Design, REST APIs, Spring Boot"
8651,Data Analyst,"SQL, Statistics, Deep Learning"
8652,Data Analyst,"Deep Learning, Python, Machine Learning, Statistics, Pandas"
8653,Data Analyst,"SQL, Excel, Tableau"
8654,Product Manager,"Product Roadmap, Agile, Stakeholder Management, User Stories"
8655,ML Engineer,"Python, PyTorch, Computer Vision, TensorFlow"
8656,Data Analyst,"Python, Statistics, Deep Learning, SQL, Pandas"
8657,ML Engineer,"Keras, PyTorch, Cloud, MLOps, Python, TensorFlow, Computer Vision"
8658,Data Analyst,"Deep Learning, Statistics, SQL, NLP, Python, Pandas"
8659,Product Manager,"Stakeholder Management, Product Roadmap, User Stories"
8660,ML Engineer,"MLOps, Computer Vision, Cloud, Python, TensorFlow"
